Time Received,VIN,VIN Search,Tag,Tag Search,Year,Make,Model,Color,Type,Tow Location,Pickup Lot,Time of Tow
02/06/2024 01:48,xxxxxxxxxxxx36694,5TFLU4EN5CX036694,xxx7649,UFW7649,2012,TOYOT,TACOM,BLACK,PRIVATE,ARMFIELD RD/CARGREEN RD RICH,11 THURMAN ST,02/06/2024 1:45 AM
02/14/2024 19:16,xxxxxxxxxxxx67818,5TFSZ5AN6KX167818,xx972F,39972F,2019,TOYOT,TACOM,BLACK,PRIVATE,100-BLK W GRACE ST,1901 RICHMOND HWY,02/14/2024 7:10 PM
02/11/2024 11:20,xxxxxxxxxxxx64941,5uxfe43529l264941,xxx4464,XEZ4464,210,BMW,X5,SLIVER,PRIVATE,1500-BLK IDLEWOOD AVE,4114 WEST CLAY ST,02/11/2024 11:18 AM
02/05/2024 10:31,xxxxxxxxxxxx43523,5UXFG2C54E0C43523,xxxM31G,DREM31G,2014,BMW,X6,BLACK,PUBLIC,1100-BLK PERRY ST,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 9:49 AM
02/17/2024 19:05,xxxxxxxxxxxx82805,5UXTR9C56KLP82805,xxxx3867,JCV-3867,2019,BMW,X3,WHITE,PRIVATE,2800-BLK W BROAD ST,1200 BENTLEY ST,02/17/2024 7:05 PM
02/10/2024 22:46,xxxxxxxxxxxx01592,5VWD17AJ5GM301592,xxxx4076,USK 4076,2016,VW,4DOOR,GREY,PRIVATE,1100-BLK W GRACE ST,1200 BENTLEY  ST,02/10/2024 10:46 PM
02/05/2024 22:25,xxxxxxxxxxxx03416,5xxg14j21mg003416,xxx5570,UPC5570,2021,KIA,K5,BLK,REPO,2000-BLK ACCOMMODATION ST,"2500, AUSTIN AVENUE",02/03/2024 2:15 AM
02/18/2024 02:11,xxxxxxxxxxxx23029,5XXG14J26MG023029,xxxx9114,UGA 9114,2021,KIA,K5 LX,BLACK,PUBLIC,6300-BLK JAHNKE ROAD,642 W SOUTHSIDE PLZ,02/18/2024 2:08 AM
02/09/2024 03:45,xxxxxxxxxxxx31471,5XXG64J24MG031471,xxx6962,TZB6962,2021,KIA,K5,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 3:45 AM
02/06/2024 09:53,xxxxxxxxxxxx43366,5XXG64J26NG143366,xxx2137,UAP2137,2022,KIA,K5,GRAY,PUBLIC,1100-BLK PORTER ST,642 W SOUTHSIDE PLZ,02/06/2024 9:53 AM
02/08/2024 14:38,xxxxxxxxxxxx91230,5XXGT4L30JG191230,xx,NY,2018,KIA,OPTIM,BLUE,PRIVATE,1300-BLK CARGREEN RD,11 THURMAN ST,02/08/2024 2:38 PM
02/15/2024 13:57,xxxxxxxxxxxx74270,5XXGT4L30JG274270,xxS062,NPS062,2018,KIA,OPTIM,BLUE,PUBLIC,BELLEVUE AVE/CHAMBERLAYNE AVE RICH,642 W SOUTHSIDE PLZ,02/15/2024 1:55 PM
02/14/2024 04:14,xxxxxxxxxxxx42312,5xxgt4l30kg342312,xxx9226,TRR9226,2019,KIA,OPTIM,SILVER,REPO,700-BLK MOSBY ST,"2500, AUSTIN AVENUE",02/14/2024 4:13 AM
02/06/2024 10:51,xxxxxxxxxxxx81389,5xxgt4l33kg281389,4801,4801,2019,KIA,OPTIM,BLACK,PRIVATE,5300-BLK MIDLOTHIAN TURNPIKE SUITE A,5300 MIDLOTHIAN TURNPIKE SUITE B,01/20/2024 10:51 AM
02/16/2024 10:17,xxxxxxxxxxxx70691,5XXGT4L35HG170691,NONE,NONE,2017,KIA,OPTIM,BLACK,PUBLIC,5500-BLK BALFOUR ST,642 W SOUTHSIDE PLAZA DRIVE,02/16/2024 8:46 AM
02/09/2024 03:43,xxxxxxxxxxxx28073,5XXGU4L33JG228073,xxx2416,TRS2416,2018,KIA,OPTIM,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 3:43 AM
02/14/2024 00:33,xxxxxxxxxxxx11297,5XYKT3A12BG111297,xx582Y,76582Y,2011,KIA,SORE,BEIGE,PRIVATE,1700-BLK COLORADO AVE,5341 OLD MIDLOTHIAN TPKE,02/14/2024 12:33 AM
02/06/2024 01:32,xxxxxxxxxxxx49661,5XYPG4A33GG049661,xxx1219,TRW1219,2016,KIA,SORRE,WHITE,REPO,2800-BLK MAGNOLIA ST,12270 MAPLE ST,02/06/2024 1:32 AM
02/09/2024 13:40,xxxxxxxxxxxx27339,5xypgda34hg227339,xxx3935,TNW3935,2017,KIA,SOREN,RED,REPO,1200-BLK HIGHLAND VIEW AVE,3575 BRIDGE RD,02/09/2024 1:39 PM
02/05/2024 10:25,xxxxxxxxxxxx45687,5XYZU3LB0GG345687,xxx-738,WUJ-738,2016,HYUND,SANTA,WHITE,PUBLIC,1500-BLK PORTER ST,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 9:49 AM
02/14/2024 15:48,xxxxxxxxxxxx40317,5XYZUDLB6FG240317,xxxx9236,VYM-9236,2015,HYUND,SANTA,BLUE,PUBLIC,0-BLK N HARVIE ST,642 W SOUTHSIDE PLZ,02/14/2024 3:46 PM
02/05/2024 04:36,xxxxxxxxxxxx63118,5YFBURHE4KP863118,xxxx9731,UHM 9731,2019,TOYOT,COROL,BLACK,PUBLIC,5400-BLK BRYCE LN,642 W SOUTHSIDE PLZ,02/05/2024 3:37 AM
02/07/2024 04:16,xxxxxxxxxxxx55060,5yfburhe9gp455060,xxx7265,TTA7265,2016,TOYOT,COROL,SILVER,REPO,5300-BLK HULL STREET RD,"2500, AUSTIN AVENUE",02/07/2024 4:16 AM
02/06/2024 10:41,xxxxxxxxxxxx66644,5YFEPMAE3MP266644,xxx9102,UAU9102,2021,TOYOT,COROL,SILVER,PUBLIC,1400-BLK PERRY ST,642 W SOUTHSIDE PLZ,02/06/2024 10:41 AM
02/07/2024 10:47,xxxxxxxxxxxx52411,5YFEPMAE9MP252411,xx95SA,1295SA,2021,TOYOT,COROL,GRAY,PUBLIC,300-BLK W 9TH ST,642 W SOUTHSIDE PLZ,02/07/2024 9:59 AM
02/12/2024 14:41,xxxxxxxxxxxx35030,5YFEPRAEXLP135030,xxxx1949,TPE-1949,2020,TOYOT,COROL,WHITE,PUBLIC,N 8TH ST/E BROAD ST RICH,642 W SOUTHSIDE PLZ,02/12/2024 1:39 PM
02/14/2024 23:36,xxxxxxxxxxxx95405,5YJYGDEE5MF295405,xxx4615,UAL4615,2021,TESLA,Y,GREY,PRIVATE,100-BLK W FRANKLIN ST,168 BELT BLVD,02/14/2024 11:36 PM
02/12/2024 17:57,xxx521BW,790521BW,x2395,A2395,1957,JAGUA,MARK,BLUE/GR,PRIVATE,8500-BLK ARRAN RD,108 E 20TH ST,02/12/2024 5:57 PM
02/15/2024 14:32,xxxxxxxxxxxx07009,7FARW1H80JE007009,xxx5681,UZV5681,2018,HONDA,CRV,BLUE,PRIVATE,1300-BLK E MAIN ST,1901 RICHMOND HWY,02/15/2024 2:32 PM
02/07/2024 12:31,xxxxxxxxxxxx17210,7FARW2H51LE017210,xxxx4805,TNK-4805,2020,HONDA,CR-V,SILVER,PUBLIC,200-BLK 12TH ST,642 W SOUTHSIDE PLZ,02/07/2024 12:31 PM
02/14/2024 19:20,xxxxxxxxxxxx46471,7MMVABCM7PN146471,xxxx6558,UKJ-6558,2023,MAZDA,CX50,BLUE,PUBLIC,BURGUNDY RD/N HUGUENOT RD RICH,642 W SOUTHSIDE PLZ,02/14/2024 7:19 PM
02/08/2024 19:34,xxxxxxxxxxxx58731,7SAYGDEE8PF858731,xxxOPEC,LOLOPEC,2023,TESLA,MODLY,WHITE,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER ROAD,02/08/2024 7:34 PM
02/14/2024 11:20,xxxxxxxxxxxx72176,HTEKU5JRSB6172176,xxxx2162,TNS 2162,2011,TOYOT,4 RUN,WHITE,PRIVATE,1300-BLK W CARY ST,1200 BENTLEY  ST,02/14/2024 11:16 AM
02/14/2024 08:14,xxxxxxxxxxxx05683,JA32U8FW3EU005683,NONE,NONE,2014,MITSU,LANCE,WHITE,PUBLIC,300-BLK W FRANKLIN ST,642 W SOUTHSIDE PLZ,02/14/2024 7:26 AM
02/12/2024 01:46,xxxxxxxxxxxx30786,JA3AU26UX9U030786,xxxx1501,TTF51501,2009,MITSU,LANCE,GRAY,PUBLIC,600-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/12/2024 1:46 AM
02/05/2024 20:04,xxxxxxxxxxxx07136,JA4AD2A30EZ007136,xxxx8770,TRG-8770,2014,MITSB,OUTLA,WHITE,PRIVATE,600-BLK HULL ST,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 5:03 PM
02/08/2024 00:05,xxxxxxxxxxxx04343,JA4APUAU2MU004343,xxx3745,TYM3745,2021,MITSU,OUTLA,BLUE,REPO,6700-BLK W CARNATION ST,12270 MAPLE ST,02/08/2024 12:05 AM
02/07/2024 07:50,xxxxxxxxxxxx41159,JA4AZ3A30LZ041159,xxx3632,TNV3632,2020,MITSU,OUTLA,SILVER,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/07/2024 7:50 AM
02/05/2024 07:14,xxxxxxxxxxxx49313,Jf1gpac63f8249313,xxx1916,TUR1916,2015,SUBAR,IMPRE,GRAY,REPO,1100-BLK COMMERCE RD,3575 BRIDGE RD,02/05/2024 7:13 AM
02/07/2024 10:23,xxxxxxxxxxxx11803,JF1SF655X2G711803,xxxx1696,TUL-1696,2002,SUB,FOR,RED,PUBLIC,200-BLK S 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:23 AM
02/12/2024 08:27,xxxxxxxxxxxx66095,JF2GPABC0HG266095,xxEJ99,1ZEJ99,2017,SUBAR,CROSS,GRAY,PUBLIC,200-BLK E FRANKLIN ST,642 W SOUTHSIDE PLZ,02/12/2024 7:19 AM
02/05/2024 19:58,xxxxxxxxxxxx33755,JF2GPAVCXD2833755,xxx8639,TMJ8639,2013,SUBAR,CROSS,BLUE,PRIVATE,1100-BLK HERMITAGE RD,4901 WALLER ROAD,02/05/2024 7:58 PM
02/06/2024 12:42,xxxxxxxxxxxx70025,JF2GTAEC5M8270025,xxxx3748,TWA-3748,2021,SUBAR,CROSS,BLACK,PUBLIC,1300-BLK MCDONOUGH ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 8:50 AM
02/06/2024 13:03,xxxxxxxxxxxx40361,JF2GTAMC1KH340361,xxxx2679,TYL-2679,2019,SUBAR,CROSS,BLUE,PUBLIC,1300-BLK BAINBRIDGE ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 9:33 AM
02/06/2024 20:58,xxxxxxxxxxxx57004,JF2GTANC2KH257004,xxxx7029,UND 7029,2019,SUBAR,CROSS,WHITE,PUBLIC,2300-BLK W BROAD ST,642 W SOUTHSIDE PLZ,02/06/2024 8:20 PM
02/15/2024 00:37,xxxxxxxxxxxx82591,JF2SH64679H782591,xxx7101,HFM7101,2009,SUBAR,FORES,GRAY,PRIVATE,2200-BLK E CARY ST,1901 RICHMOND HWY,02/15/2024 12:37 AM
02/08/2024 21:51,xxxxxxxxxxxx14615,JF2SHABC2DH414615,xxx5530,UEC5530,2013,SUBUR,FORES,RED,PRIVATE,100-BLK E LEIGH ST,168 BELT BLVD,02/08/2024 9:51 PM
02/14/2024 20:04,xxxxxxxxxxxx31880,JF2SKAGC9PH431880,xxx7898,TSV7898,2023,SUBAR,FORES,WHITE,PRIVATE,1100-BLK HERMITAGE RD,4901 WALLER ROAD,02/14/2024 8:04 PM
02/07/2024 11:20,xxxxxxxxxxxx57817,JF2SKASC3MH557817,xxxx3049,UEX-3049,2021,SUBAR,FORES,SILVER,PUBLIC,2000-BLK PARK AVE,642 W SOUTHSIDE PLZ,02/07/2024 9:54 AM
02/16/2024 14:33,xxxxxxxxxxxx00125,JH2PC2131YK100125,xx4428,W54428,2000,HONDA,SHADO,BLACK,PRIVATE,E JACKSON ST/N 4TH ST RICH,1901 RICHMOND HWY,02/16/2024 2:32 PM
02/11/2024 23:56,xxxxxxxxxxxx10275,JH4CL96837C010275,xxx4705,UFS4705,2007,ACURA,TSX,GRAY,PRIVATE,100-BLK MANCHESTER RD,168 BELT BLVD,02/11/2024 11:56 PM
02/09/2024 03:47,xxxxxxxxxxxx10206,JH4CL968X5C010206,xxx2126,VWF2126,2005,ACURA,TSX,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 3:47 AM
02/18/2024 11:31,xxxxxxxxxxxx00354,JH4KC1F50GC000354,xxxAIYA,ARRAIYA,2016,ACURA,RLX,BROWN,REPO,5400-BLK HANSDALE RD,3575 BRIDGE RD,02/16/2024 9:31 PM
02/11/2024 15:40,xxxxxxxxxxx02188,JHGCM56336A02188,xxxx6126,UTF 6126,2006,HONDA,4DOOR,GREY,PRIVATE,100-BLK MCDONOUGH ST,1200 BENTLEY  ST,02/11/2024 3:40 PM
02/18/2024 02:23,xxxxxxxxxxxx01151,JHLRD1865XC001151,xxx3598,TUJ3598,2009,KIA,RONDO,WHITE,PUBLIC,100-BLK WEST GRACE ST,1901 RICHMOND HWY,02/18/2024 1:00 AM
02/07/2024 07:54,xxxxxxxxxxxx11042,JHLRE48398C011042,xxx2391,6EZ2391,2008,HONDA,CR-V,BLACK,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/07/2024 7:53 AM
02/06/2024 12:14,xxxxxxxxxxxx70955,JHLRE48587C070955,xxxx9764,UUE-9764,2007,HONDA,CR-V,BURGAND,PUBLIC,1100-BLK MCDONOUGH ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 8:32 AM
02/12/2024 01:44,xxxxxxxxxxxx64348,JHMCM56613C064348,xxx2565,UKB2565,2003,HONDA,ACCOR,SILVER,PUBLIC,2700-BLK HOPKINS RD,1901 RICHMOND HWY,02/12/2024 1:08 AM
02/06/2024 20:31,xxxxxxxxxxxx18214,JHMCR6F56HC018214,NONE,NONE,2017,HONDA,ACCOR,BLACK,PUBLIC,POWHITE/FOREST HILL AVE RICH,642 W SOUTHSIDE PLZ,02/06/2024 8:00 PM
02/08/2024 03:33,xxxxxxxxxxxx21039,JHMFC1F75JX021039,xxx3214,UBK3214,2018,HONDA,CIVIC,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 3:33 AM
02/09/2024 12:00,xxxxxxxxxxxx54959,JHMGE884X9S054959,xxx1087,UDB1087,2009,HONDA,FIT,GRAY,PUBLIC,100-BLK N MORRIS ST,642 W SOUTHSIDE PLZ,02/09/2024 11:59 AM
02/05/2024 22:24,xxxxxxxxxxxx92133,JM1BK123551292133,xxx8849,TMF8849,2005,MAZDA,MZDA3,SILVER,PRIVATE,3800-BLK MASTIN LN,4901 WALLER ROAD,02/05/2024 10:24 PM
02/14/2024 14:17,xxxxxxxxxxxx86717,JM1BK344681786717,xxx6940,TNP6940,2008,MAZDA,3,GRAY,PUBLIC,3100-BLK W LEIGH ST,3814 MEADOWBRIDGE RD,02/14/2024 1:40 PM
02/13/2024 10:30,xxxxxxxxxxxx02204,Jm1bl1s68a1302204,xxxx0817,AD-20817,2010,MAZDA,3,GRAY,PRIVATE,HAYNES PLAZA HULL ST RICH,1740 E BELT BLVD,02/13/2024 10:29 AM
02/07/2024 01:43,xxxxxxxxxxxx06656,JM1BL1UG5B1406656,xxx3489,TMF3489,2011,MAZDA,3,BLUE,PRIVATE,1500-BLK GERMAN SCHOOL RD,1901 RICHMOND HWY,02/07/2024 1:42 AM
02/14/2024 05:20,xxxxxxxxxxxx42601,JM1BM1U75E1142601,xxOU91,AOOU91,2014,MAZDA,MZDA3,SILVER,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/14/2024 5:19 AM
02/14/2024 03:11,xxxxxxxxxxxx01630,JM1BN1W30H1101630,xxx2006,VXT2006,2017,MAZDA,MAZDA,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/14/2024 3:11 AM
02/14/2024 23:19,xxxxxxxxxxxx66910,JM1DE1KY9D0166910,xxx6983,WPZ6983,2013,MAZDA,MZDA2,BLACK,PRIVATE,1700-BLK E CLAY ST,1901 RICHMOND HWY,02/14/2024 11:19 PM
02/06/2024 18:01,xxxxxxxxxxxx35443,JM3KE2CY0E0335443,xxx4595,WVX4595,2014,MAZDA,CX5,BLK,PUBLIC,W FRANKLIN ST/WESTMORELAND ST RICH,642 W SOUTHSIDE PLZ,02/06/2024 6:00 PM
02/07/2024 11:46,xxxxxxxxxxxx29662,JM3KE2CY5F0529662,xxxx1432,WWP-1432,2015,MAZDA,CX-5,BLUE,PUBLIC,100-BLK W 12TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:55 AM
02/16/2024 16:59,xxxxxxxxxxxx58320,JM3KE4CY0F0458320,xxx2990,TRS2990,2015,MAZDA,CX5,BLUE,PUBLIC,6700-BLK FOREST HILL AVE,642 W SOUTHSIDE PLZ,02/16/2024 4:57 PM
02/07/2024 20:00,xxxxxxxxxxxx78031,JM3KFBAY7M0378031,xxxx4535,UDD-4535,2021,MAZ,CX5,GRAY,PUBLIC,DECATUR ST/COMMERCE RD RICH,642 W SOUTHSIDE PLZ,02/07/2024 8:00 PM
02/05/2024 15:17,xxxxxxxxxxxx01115,JM3KFBCM6K0501115,xxxx7113,TZW 7113,2019,MAZDA,CX5,GREY,PRIVATE,3400-BLK W GRACE ST,4839WALLERRD,02/05/2024 3:17 PM
02/08/2024 03:34,xxxxxxxxxxxx78419,JM3LW28A630378419,xxx1071,TTE1071,2003,MAZDA,MPV,SILVER,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/08/2024 3:33 AM
02/07/2024 03:18,xxxxxxxxxxxx05780,JM3LW28G0Y0105780,xxx8778,UBT8778,2000,MAZDA,MPV,SILVER,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/07/2024 3:17 AM
02/10/2024 17:33,xxxxxxxxxxxx20871,JM3TB2MA4A0220871,xxx3046,TWY3046,2010,MAZDA,CX9,GRAY,PRIVATE,1400-BLK SEMMES AVE,1901 RICHMOND HWY,02/10/2024 5:33 PM
02/05/2024 10:35,xxxxxxxxxxxx09815,JM3TB3CV7B0309815,xxx2050,VSP2050,2011,MAZDA,CX9,GREEN,PUBLIC,1500-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/05/2024 10:35 AM
02/10/2024 22:56,xxxxxxxxxxxx47091,JN1BJ1CR7KW347091,xxxx4436,UJF 4436,2019,NISSA,ROGUE,RED,PUBLIC,3600-BLK EAST BROAD ST,642 W SOUTHSIDE PLZ,02/10/2024 9:46 PM
02/18/2024 02:19,xxxxxxxxxxxx65094,JN1CV6ARODM765094,xxx3255,TSJ3255,2013,INFIN,G37,SILVER,PUBLIC,700-BLK STOCKTON ST,1901 RICHMOND HWY,02/18/2024 1:30 AM
02/12/2024 04:02,xxxxxxxxxxxx61941,JN1DV6AR9CM861941,xx240C,90240C,2012,INFIN,G25,GRAY,PUBLIC,900-BLK NORTH 31ST ST,1901 RICHMOND HWY,02/12/2024 3:00 AM
02/05/2024 15:26,xxxxxxxxxxxx14346,JN1EV7AP4KM514346,xxx4787,TSG4787,2019,INFIN,Q50,SILVER,PUBLIC,1200-BLK BAINBRIDGE ST,642 W SOUTHSIDE PLZ,02/05/2024 3:26 PM
02/13/2024 02:05,xxxxxxxxxxxx26586,JN8AF5MR9DT226586,xxxx4353,DLY 4353,2013,NISSA,JUKE,SILVER,PUBLIC,N HAMILTON ST/CUTSHAW AVE RICH,642 W SOUTHSIDE PLZ,02/13/2024 1:11 AM
02/14/2024 21:29,xxxxxxxxxxxx06636,JN8AF5MV7CT106636,xxx7691,TRZ7691,12,NISSA,JUKE,BLACK,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/14/2024 9:08 PM
02/08/2024 01:36,xxxxxxxxxxxx28466,JN8AS58V38W128466,xxx8329,TKT8329,2008,NISSA,ROUG,GRAY,PRIVATE,1300-BLK ARMFIELD RD,11THURMAN ST,02/08/2024 1:07 AM
02/05/2024 00:37,xxxxxxxxxxxx49059,JN8AS58V49W449059,xxxx7442,TNP 7442,2009,NISSA,ROGUE,GRAY,PUBLIC,200-BLK WEST 14TH ST,642 W SOUTHSIDE PLZ,02/05/2024 12:35 AM
02/07/2024 02:19,xxxxxxxxxxxx27001,JN8AS58V98W127001,xxxxLATE,NO PLATE,2008,NISSA,ROGUE,SILVER,PRIVATE,1500-BLK GERMAN SCHOOL RD,1901 RICHMOND HWY,02/07/2024 2:19 AM
02/14/2024 10:54,xxxxxxxxxxxx11483,JN8AS5MT1CW611483,xxxx9700,TMU-9700,2012,NISSA,ROGUE,GRAY,PUBLIC,1400-BLK LYNHAVEN AVE,642 W SOUTHSIDE PLZ,02/14/2024 9:28 AM
02/10/2024 04:38,xxxxxxxxxxxx72866,JN8AS5MT8FW672866,xxxx9882,UGK-9882,2015,NISSA,ROUGE,SILVER,PRIVATE,5900-BLK WESTOWER CT,12910 GENITO RD,02/10/2024 3:40 AM
02/05/2024 22:27,xxxxxxxxxxxx04348,Jn8as5mv5bw304348,xxx4942,TXV4942,2011,NISSA,ROGUE,WHITE,REPO,00-BLK E 4TH ST,"2500, AUSTIN AVENUE",02/05/2024 10:27 PM
02/14/2024 19:17,xxxxxxxxxxxx14195,JN8AS5MV5DW114195,xx39FJ,7039FJ,2013,NISS,ROGUE,GRAY,PUBLIC,DUNDEE AVE/MIDLOTHIAN TPKE RICH,642 W SOUTHSIDE PLZ,02/14/2024 7:15 PM
02/08/2024 02:03,xxxxxxxxxxxx00474,JN8AT3BA7MW000474,xx46HB,6346HB,2021,NISSA,ROGUE,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 2:03 AM
02/14/2024 19:15,xxxxxxxxxxxx02486,JN8AY2NF2H9302486,xxx9934,TXA9934,2017,NISSA,ARMAD,BROWN,PRIVATE,100-BLK S DAVIS AVE,4901 WALLER ROAD,02/14/2024 7:15 PM
02/05/2024 12:45,xxxxxxxxxxxx23160,JN8AZ18U69W023160,xxx4220,UTN4220,2009,NISSA,MURA,WHITE,PUBLIC,1200-BLK PERRY ST,642 W SOUTHSIDE PLZ,02/05/2024 12:43 PM
02/12/2024 14:19,xxxxxxxxxxxx01351,JN8AZ2NC4B9301351,xxxx2756,TUB-2756,2011,INFIN,QX56,WHITE,PUBLIC,HULL ST/E 19TH ST RICH,642 W SOUTHSIDE PLZ,02/12/2024 12:50 PM
02/12/2024 12:12,xxxxxxxxxxxx41320,JN8AZ2NE1D9041320,xxxx5584,TUA-5584,2013,INFIN,QX56,PURPLE,PUBLIC,N THOMPSON ST/FLOYD AVE RICH,642 W SOUTHSIDE PLZ,02/12/2024 11:10 AM
02/15/2024 13:29,xxxxxxxxxxxx20608,JNKCA31A8YT120608,xxx6852,TWU6852,2000,INFIN,I30,GREEN,PUBLIC,1300-BLK W BROAD ST,642 W SOUTHSIDE PLZ,02/15/2024 1:28 PM
02/14/2024 16:33,xxxxxxxxxxxx08233,JNKCV54E94M808233,xxxx6436,TLV-6436,2004,INFIN,G35,SILVER,PRIVATE,7400-BLK LANEVIEW DR,642 W SOUTHSIDE PLZ,02/14/2024 4:25 PM
02/14/2024 05:22,xxxxxxxxxxxx07079,JNRAR05\XVW007079,xxx3834,TVT3834,1997,INFIN,QX4,BEIGE,PUBLIC,1400-BLK CLARKSON RD,1901 RICHMOND HWY,02/14/2024 5:21 AM
02/08/2024 19:16,xxxxxxxxxxxx20969,JNRAR05Y7WW020969,xxxx7712,TZA-7712,1998,INFI,QX4,GOLD,PUBLIC,1400-BLK LITTLE JOHN RD,642 W SOUTHSIDE PLZ,02/08/2024 7:15 PM
02/08/2024 19:25,xxxxxxxxxxxx10715,JNRDR09Y61W210715,xxxx5199,VYS-5199,2001,INFIN,QX4,WHITE,PUBLIC,1500-BLK MECHANICSVILLE TPKE,642 W SOUTHSIDE PLZ,02/08/2024 7:25 PM
02/07/2024 13:39,xxxxxxxxxxxx55397,JT2BF28K9X0155397,xxxx4749,TUJ-4749,1999,TOY,CAM,GOLD,PUBLIC,300-BLK E 15TH ST,642 W SOUTHSIDE PLZ,02/07/2024 1:38 PM
02/07/2024 19:20,xxxxxxxxxxxx91413,JT3HN86R7Y0291413,xxx8099,UGZ8099,2000,TOYOT,4RUNN,BEIGE,PRIVATE,100-BLK W GRACE ST,1901 RICHMOND HWY,02/07/2024 7:15 PM
02/13/2024 20:20,xxxxxxxxxxxx59218,JT3HN86R919059218,xxxx8203,UFD-8203,2001,TOYOT,4RUNN,SILVER,PUBLIC,100-BLK N SHIELDS AVE,642 W SOUTHSIDE PLZ,02/13/2024 7:25 PM
02/10/2024 02:33,xxxxxxxxxxx03650,JT3HT05J4X003650,xxx6941,YBZ6941,99,TOYOT,LAND,TAN,PRIVATE,3200-BLK W CLAY ST,4839 WALLER RD,02/10/2024 2:10 AM
02/17/2024 06:59,xxxxxxxxxxxx52432,JT4RN60S0F5052432,xxxx1173,TKT-1173,1985,TOYOT,SRS,WHT,PUBLIC,NB CHIPPENHAM PKWY/E WEYBURN RD RICH,642 W SOUTHSIDE PLZ,02/17/2024 6:57 AM
02/05/2024 16:26,xxxxxxxxxxxx12876,JT8BD68S6W0012876,xxx3781,UXS3781,1998,LEXUS,GS300,GOLD,PUBLIC,1200-BLK EVERETT ST,642 W SOUTHSIDE PLZ,02/05/2024 4:25 PM
02/07/2024 12:14,xxxxxxxxxxxx70585,JTDBF30K960170585,xxxx5437,AEW-5437,2006,TOYOT,CAMRY,BLUE,PUBLIC,00-BLK E 13TH ST,642 W SOUTHSIDE PLZ,02/07/2024 11:09 AM
02/06/2024 03:25,xxxxxxxxxxxx07286,JTDDR32T6Y0007286,xxx3241,UUK3241,2000,TOYOT,CELIC,SILVER,PRIVATE,1500-BLK CLARKSON RD,1901 RICHMOND HWY,02/06/2024 3:25 AM
02/06/2024 12:54,xxxxxxxxxxxx46103,JTDEAMDE5NJ046103,xxx5728,TYF5728,2022,TOYOT,COROL,GRAY,PRIVATE,1100-BLK E CARY ST,1901 RICHMOND HWY,02/06/2024 12:54 PM
02/10/2024 06:26,xxxxxxxxxxxx11627,JTDEPMAE6NJ211627,xxx1797,TZC1797,2022,TOYOT,COROL,BLACK,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/10/2024 6:26 AM
02/07/2024 10:39,xxxxxxxxxxxx16030,JTDEPMAE9N3016030,xxxx1268,KAV-1268,2022,TOY,CORO,GRAY,PUBLIC,100-BLK 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:39 AM
02/05/2024 10:55,xxxxxxxxxxxx77364,JTDEPRAE5LJ077364,xxx9098,TRR9098,2020,TOYOT,CORLL,GRAY,PUBLIC,3400-BLK PARK AVE,642 W SOUTHSIDE PLZ,02/05/2024 10:55 AM
02/07/2024 11:57,xxxxxxxxxxxx54346,JTDKARFU9H3054346,xx4064,754064,2017,TOYO,PRIUS,GREEN,PUBLIC,200-BLK W 10TH ST,642 W SOUTHSIDE PLZ,02/07/2024 11:57 AM
02/13/2024 18:28,xxxxxxxxxxxx89876,JTDKB20U777689876,xxx8847,UAG8847,2007,TOYOT,PRIUS,BLUE,PUBLIC,JHANKE RD/FOREST HILL AVE RICH,642 W SOUTHSIDE PLZ,02/13/2024 6:27 PM
